product,signal,label,label_basis,year,q_start,quarter_label
Glyxambi (empagliflozin and linagliptin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Infugem (gemcitabine in sodium chloride injection),Drug reaction with eosinophilia and systemic symptoms,양성,trunc_unverified,2023,July,July - September 2023
Inpefa (sotagliflozin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Invokamet (canagliflozin and metformin hydrochloride tablets),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Invokamet XR (canagliflozin and metformin hydrochloride tablets),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Invokana (canagliflozin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Jardiance (empagliflozin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Keppra (levetiracetam),Drug reaction with eosinophilia and systemic symptoms,양성,trunc_unverified,2023,July,July - September 2023
Keppra XR (levetiracetam),Drug reaction with eosinophilia and systemic symptoms,양성,trunc_unverified,2023,July,July - September 2023
Kymriah (tisagenlecleucel),Post-treatment T-cell malignancy,양성,trunc_unverified,2023,July,July - September 2023
Kyprolis (carfilzomib),Anaphylactic reaction,음성,mixed_reviewed,2023,July,July - September 2023
Levetiracetam in Sodium Chloride,Drug reaction with eosinophilia and systemic symptoms,양성,trunc_unverified,2023,July,July - September 2023
Lupkynis (voclosporin),Nausea and vomiting symptoms,양성,pure_update,2023,July,July - September 2023
Mayzent (siponimod),Progressive multifocal leukoencephalopathy,양성,trunc_unverified,2023,July,July - September 2023
Mounjaro (tirzepatide),Alopecia,양성,mixed_reviewed,2023,July,July - September 2023
Mounjaro (tirzepatide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Mounjaro (tirzepatide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Moxatag (amoxicillin extended-release tablets),Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
Ninlaro (ixazomib),Anaphylactic reaction,양성,mixed_reviewed,2023,July,July - September 2023
Ocrevus (ocrelizumab),Drug-induced liver injury,양성,trunc_unverified,2023,July,July - September 2023
Omeclamox-Pak (omeprazole delayed-release capsules,Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
Onfi (clobazam),Drug reaction with eosinophilia and systemic symptoms,양성,trunc_unverified,2023,July,July - September 2023
Ozempic (semaglutide),Alopecia,양성,mixed_reviewed,2023,July,July - September 2023
Ozempic (semaglutide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Ozempic (semaglutide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Phyrago (dasatinib),Chylothorax,양성,pure_update,2023,July,July - September 2023
Ponvory (ponesimod),Progressive multifocal leukoencephalopathy,양성,trunc_unverified,2023,July,July - September 2023
Qtern (saxagliptin and dapagliflozin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Rybelsus (semaglutide),Alopecia,양성,mixed_reviewed,2023,July,July - September 2023
Rybelsus (semaglutide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Rybelsus (semaglutide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Saxenda (liraglutide),Alopecia,양성,mixed_reviewed,2023,July,July - September 2023
Saxenda (liraglutide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Saxenda (liraglutide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Segluromet (ertugliflozin and metformin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Septra (sulfamethoxazole and trimethoprim),Hemophagocytic lymphohistiocytosis,양성,pure_update,2023,July,July - September 2023
Septra DS (sulfamethoxazole and trimethoprim),Hemophagocytic lymphohistiocytosis,양성,pure_update,2023,July,July - September 2023
Sodium-glucose cotransporter-2 (SGLT2) inhibitors,Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Soliqua 100/33 (insulin glargine and lixisenatide),Alopecia,양성,mixed_reviewed,2023,July,July - September 2023
Soliqua 100/33 (insulin glargine and lixisenatide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Soliqua 100/33 (insulin glargine and lixisenatide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Spritam (levetiracetam),Drug reaction with eosinophilia and systemic symptoms,양성,trunc_unverified,2023,July,July - September 2023
Sprycel (dasatinib),Chylothorax,양성,pure_update,2023,July,July - September 2023
Steglatro (ertugliflozin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Steglujan (ertugliflozin and sitagliptin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Stivarga (regorafenib),Thrombotic microangiopathy,음성,mixed_reviewed,2023,July,July - September 2023
Sulfamethoxazole and Trimethoprim,Hemophagocytic lymphohistiocytosis,양성,pure_update,2023,July,July - September 2023
Sulfatrim (sulfamethoxazole and trimethoprim),Hemophagocytic lymphohistiocytosis,양성,pure_update,2023,July,July - September 2023
Syfovre (pegcetacoplan injection),Retinal vasculitis,양성,pure_update,2023,July,July - September 2023
Sympazan (clobazam),Drug reaction with eosinophilia and systemic symptoms,양성,trunc_unverified,2023,July,July - September 2023
Synjardy (empagliflozin and metformin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Synjardy XR (empagliflozin and metformin),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
"Talicia (omeprazole magnesium, amoxicillin and rifabutin delayed-release capsules)",Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
Tascenso ODT (fingolimod),Progressive multifocal leukoencephalopathy,양성,trunc_unverified,2023,July,July - September 2023
Tecartus (brexucabtagene autoleucel),Post-treatment T-cell malignancy,양성,trunc_unverified,2023,July,July - September 2023
Topical corticosteroids,Skin reaction,보류,pending,2023,July,July - September 2023
"Trijardy XR (empagliflozin, linagliptin, and metformin hydrochloride extended-release tablets)",Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Trulicity (dulaglutide),Alopecia,양성,mixed_reviewed,2023,July,July - September 2023
Trulicity (dulaglutide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Trulicity (dulaglutide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Victoza (liraglutide),Alopecia,양성,mixed_reviewed,2023,July,July - September 2023
Victoza (liraglutide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Victoza (liraglutide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Voquezna Dual Pak (vonoprazan tablets,Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
Voquezna Triple Pak (vonoprazan tablets,Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
Wegovy (semaglutide),Alopecia,음성,mixed_reviewed,2023,July,July - September 2023
Wegovy (semaglutide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Wegovy (semaglutide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Xigduo XR (dapagliflozin and metformin hydrochloride extended-release),Diabetic ketoacidosis,양성,pure_update,2023,July,July - September 2023
Xultophy 100/3.6 (insulin degludec and liraglutide),Alopecia,양성,mixed_reviewed,2023,July,July - September 2023
Xultophy 100/3.6 (insulin degludec and liraglutide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Xultophy 100/3.6 (insulin degludec and liraglutide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Yescarta (axicabtagene ciloleucel),Post-treatment T-cell malignancy,양성,trunc_unverified,2023,July,July - September 2023
Zepbound (tirzepatide),Aspiration,양성,trunc_unverified,2023,July,July - September 2023
Zepbound (tirzepatide),Suicidal ideation,보류,pending,2023,July,July - September 2023
Zepbound (tirzepatide)*,Alopecia,음성,mixed_reviewed,2023,July,July - September 2023
Zeposia (ozanimod),Progressive multifocal leukoencephalopathy,양성,trunc_unverified,2023,July,July - September 2023
amoxicillin capsules,Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
amoxicillin capsules),Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
clarithromycin tablets,Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
clarithromycin tablets),Drug-Induced Enterocolitis Syndrome,양성,pure_update,2023,July,July - September 2023
Acetaminophen-containing products,Metabolic acidosis,보류,pending,2023,October,October - December 2023
Alecensa (alectinib),Acute pancreatitis,음성,mixed_reviewed,2023,October,October - December 2023
Aplenzin (bupropion hydrobromide),Meningitis aseptic,양성,pure_update,2023,October,October - December 2023
Aplenzin (bupropion hydrobromide),Brugada syndrome,양성,pure_update,2023,October,October - December 2023
Auvelity (dextromethorphan hydrobromide and bupropion hydrochloride),Meningitis aseptic,양성,pure_update,2023,October,October - December 2023
Auvelity (dextromethorphan hydrobromide and bupropion hydrochloride),Brugada syndrome,양성,pure_update,2023,October,October - December 2023
Beyfortus (nirsevimab-alip),Hypersensitivity,양성,pure_update,2023,October,October - December 2023
Braftovi (encorafenib),Hemophagocytic lymphohistiocytosis,음성,mixed_reviewed,2023,October,October - December 2023
Central Nervous System (CNS) stimulants,Electrocardiogram QT prolonged,음성,mixed_reviewed,2023,October,October - December 2023
Certain adenosine injection (generic product),Look alike container labels that contribute to wrong drug errors,양성,mixed_reviewed,2023,October,October - December 2023
Certain amiodarone hydrochloride injection (generic product),Look alike container labels that contribute to wrong drug errors,음성,mixed_reviewed,2023,October,October - December 2023
Contrave (naltrexone hydrochloride and bupropion hydrochloride),Meningitis aseptic,양성,pure_update,2023,October,October - December 2023
Contrave (naltrexone hydrochloride and bupropion hydrochloride),Brugada syndrome,양성,pure_update,2023,October,October - December 2023
Fensolvi (leuprolide acetate),Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Forfivo XL (bupropion hydrochloride),Meningitis aseptic,양성,pure_update,2023,October,October - December 2023
Forfivo XL (bupropion hydrochloride),Brugada syndrome,양성,pure_update,2023,October,October - December 2023
Gilotrif (afatinib),Cardiac failure,음성,mixed_reviewed,2023,October,October - December 2023
Gonadotropin releasing hormone (GnRH) agonists,Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Imcivree (setmelanotide),Hypersensitivity,양성,pure_update,2023,October,October - December 2023
Iressa (gefitinib),Cardiac failure,음성,mixed_reviewed,2023,October,October - December 2023
Liptruzet (ezetimibe and atorvastatin),Drug-induced liver injury,양성,pure_update,2023,October,October - December 2023
Liptruzet (ezetimibe and atorvastatin),Severe cutaneous adverse reaction,음성,pure_noaction,2023,October,October - December 2023
"Lupaneta Pack (leuprolide acetate for depot suspension, for injection",Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Lupkynis (voclosporin),Hypersensitivity,양성,pure_update,2023,October,October - December 2023
Lupron Depot (leuprolide acetate for depot suspension),Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Lupron Depot-Ped (leuprolide acetate for depot suspension),Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Mayzent (siponimod),Drug-induced liver injury,음성,mixed_reviewed,2023,October,October - December 2023
Nexlizet (bempedoic acid and ezetimibe),Drug-induced liver injury,양성,pure_update,2023,October,October - December 2023
Nexlizet (bempedoic acid and ezetimibe),Severe cutaneous adverse reaction,음성,pure_noaction,2023,October,October - December 2023
Oncaspar (pegaspargase),Veno-occlusive liver disease,양성,pure_update,2023,October,October - December 2023
Ponvory (ponesimod),Drug-induced liver injury,음성,mixed_reviewed,2023,October,October - December 2023
Roszet (rosuvastatin and ezetimibe),Drug-induced liver injury,양성,pure_update,2023,October,October - December 2023
Roszet (rosuvastatin and ezetimibe),Severe cutaneous adverse reaction,음성,pure_noaction,2023,October,October - December 2023
Rybrevant (amivantamab-vmjw),Anaphylactic reaction,양성,pure_update,2023,October,October - December 2023
Rylaze (asparaginase erwinia chrysanthemi (recombinant)- rywn),Veno-occlusive liver disease,양성,pure_update,2023,October,October - December 2023
Sphingosine 1-phosphate receptor (S1PR) modulators,Drug-induced liver injury,양성,mixed_reviewed,2023,October,October - December 2023
Supprelin LA (histrelin acetate),Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Synarel (nafarelin acetate),Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Systemic (oral/intravenous) metronidazole-containing products,Hearing impairment,양성,pure_update,2023,October,October - December 2023
Tarceva (erlotinib),Cardiac failure,음성,mixed_reviewed,2023,October,October - December 2023
Triptodur (triptorelin),Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Turalio (pexidartinib),Posterior reversible encephalopathy syndrome,음성,mixed_reviewed,2023,October,October - December 2023
Velsipity (etrasimod),Drug-induced liver injury,음성,mixed_reviewed,2023,October,October - December 2023
Veozah (fezolinetant),Drug-induced liver injury,양성,pure_update,2023,October,October - December 2023
Vytorin (ezetimibe and simvastatin),Drug-induced liver injury,양성,pure_update,2023,October,October - December 2023
Vytorin (ezetimibe and simvastatin),Severe cutaneous adverse reaction,음성,pure_noaction,2023,October,October - December 2023
Wellbutrin (bupropion hydrochloride),Meningitis aseptic,양성,pure_update,2023,October,October - December 2023
Wellbutrin (bupropion hydrochloride),Brugada syndrome,양성,pure_update,2023,October,October - December 2023
Wellbutrin SR (bupropion hydrochloride),Meningitis aseptic,양성,pure_update,2023,October,October - December 2023
Wellbutrin SR (bupropion hydrochloride),Brugada syndrome,양성,pure_update,2023,October,October - December 2023
Wellbutrin XL (bupropion hydrochloride extended release),Meningitis aseptic,양성,pure_update,2023,October,October - December 2023
Wellbutrin XL (bupropion hydrochloride extended release),Brugada syndrome,양성,pure_update,2023,October,October - December 2023
Xalkori (crizotinib),Acute pancreatitis,음성,mixed_reviewed,2023,October,October - December 2023
Zelboraf (vemurafenib),Hemophagocytic lymphohistiocytosis,음성,mixed_reviewed,2023,October,October - December 2023
Zeposia (ozanimod),Drug-induced liver injury,양성,mixed_reviewed,2023,October,October - December 2023
Zetia (ezetimibe),Drug-induced liver injury,양성,pure_update,2023,October,October - December 2023
Zetia (ezetimibe),Severe cutaneous adverse reaction,음성,pure_noaction,2023,October,October - December 2023
norethindrone acetate tablets),Severe cutaneous adverse reactions,양성,pure_update,2023,October,October - December 2023
Belsomra (suvorexant),Paradoxical drug reaction,보류,pending,2024,April,April - June 2024
Breyna (budesonide and formoterol fumarate) inhalation aerosol,Drug ineffective,보류,pending,2024,April,April - June 2024
Carbaglu (carglumic acid),Product physical issue that may contribute to clogged feeding tubes,보류,pending,2024,April,April - June 2024
Certain flecainide acetate (generic product),Look alike container labels that may contribute to wrong drug errors,양성,pure_update,2024,April,April - June 2024
Certain prasugrel hydrochloride (generic product),Look alike container labels that may contribute to wrong drug errors,양성,pure_update,2024,April,April - June 2024
Certain tiotropium inhalation powder (generic product),Device difficult to use,보류,pending,2024,April,April - June 2024
Copaxone (glatiramer acetate),Anaphylactic reaction,보류,pending,2024,April,April - June 2024
Dayvigo (lemborexant),Paradoxical drug reaction,보류,pending,2024,April,April - June 2024
Epinephrine injection (authorized generic for Adrenaclick),Device use confusion (mismatch between the pen device and Instructions for Use),보류,pending,2024,April,April - June 2024
Fetroja (cefiderocol),Chromaturia,보류,pending,2024,April,April - June 2024
Gemtesa (vibegron),Hypersensitivity,보류,pending,2024,April,April - June 2024
Janus kinase (JAK) inhibitors,Hypoglycemia,보류,pending,2024,April,April - June 2024
Kalydeco (ivacaftor),Increased intracranial pressure disorders,보류,pending,2024,April,April - June 2024
Mekinist (trametinib),Acute febrile neutrophilic dermatosis,보류,pending,2024,April,April - June 2024
Orkambi (lumacaftor and ivacaftor),Increased intracranial pressure disorders,보류,pending,2024,April,April - June 2024
Potassium Phosphates Injection,Look alike containers that may contribute to wrong drug errors,보류,pending,2024,April,April - June 2024
Pyzchiva (ustekinumab-ttwe),Hepatobiliary disorders,보류,pending,2024,April,April - June 2024
Quviviq (daridorexant),Paradoxical drug reaction,보류,pending,2024,April,April - June 2024
Selarsdi (ustekinumab-aekn),Hepatobiliary disorders,보류,pending,2024,April,April - June 2024
Singulair (montelukast sodium),Psychiatric disorders,보류,pending,2024,April,April - June 2024
Sodium Chloride 0.9% Injection,Look alike containers that may contribute to wrong drug errors,보류,pending,2024,April,April - June 2024
Stelara (ustekinumab),Hepatobiliary disorders,보류,pending,2024,April,April - June 2024
Symdeko (tezacaftor/ivacaftor),Increased intracranial pressure disorders,보류,pending,2024,April,April - June 2024
Tafinlar (dabrafenib),Acute febrile neutrophilic dermatosis,보류,pending,2024,April,April - June 2024
Tazverik (tazemetostat),Blood glucose abnormal,보류,pending,2024,April,April - June 2024
"Thrombin-JMI (thrombin, topical [bovine])",Inadvertent intravenous (IV) administration causing thrombosis,보류,pending,2024,April,April - June 2024
"Trikafta (elexacaftor, tezacaftor, and ivacaftor)",Increased intracranial pressure disorders,보류,pending,2024,April,April - June 2024
Wezlana (ustekinumab-auub),Hepatobiliary disorders,보류,pending,2024,April,April - June 2024
Zelboraf (vemurafenib),Acute febrile neutrophilic dermatosis,보류,pending,2024,April,April - June 2024
Acticlate (doxycycline hyclate),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Acticlate Cap (doxycycline hyclate),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Adlyxin (lixisenatide),Dysaesthesia,보류,pending,2024,January,January - March 2024
Ajovy (fremanezumab-vfrm),Hypertension,보류,pending,2024,January,January - March 2024
Akeega (niraparib and abiraterone acetate),Haemorrhage,보류,pending,2024,January,January - March 2024
Atridox (doxycycline hyclate),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Bydureon (exenatide),Dysaesthesia,보류,pending,2024,January,January - March 2024
Bydureon BCise (exenatide),Dysaesthesia,보류,pending,2024,January,January - March 2024
Byetta (exenatide),Dysaesthesia,보류,pending,2024,January,January - March 2024
CIS-MDP (Kit for the Preparation of Technetium Tc 99m Medronate Injection),Drug interaction,보류,pending,2024,January,January - March 2024
CIS-PYRO (Kit for the Preparation of Technetium Tc 99m Pyrophosphate Injection),Drug interaction,보류,pending,2024,January,January - March 2024
Calcitonin gene-related peptide (CGRP) inhibitors,Hypertension,보류,pending,2024,January,January - March 2024
Camcevi (leuprolide mesylate),Severe cutaneous adverse reactions,보류,pending,2024,January,January - March 2024
"Certain amphetamine aspartate, amphetamine sulfate, dextroamphetamine saccharate and dextroamphetamine sulfate (generic product)",Lack of efficacy/effect,보류,pending,2024,January,January - March 2024
Certain ertapenem injection (generic product),Wrong drug errors related to look alike labeling,양성,pure_update,2024,January,January - March 2024
Certain meropenem injection (generic product),Wrong drug errors related to look alike labeling,양성,pure_update,2024,January,January - March 2024
Certain pimavanserin tartrate (generic product),Wrong drug errors related to product dosage form identification,양성,pure_update,2024,January,January - March 2024
Certain prasugrel (generic product),Wrong drug errors related to product dosage form identification,양성,pure_update,2024,January,January - March 2024
Clinolipid (lipid injectable emulsion),Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Cotellic (cobimetinib),Colitis,보류,pending,2024,January,January - March 2024
DRAXIMAGE MDP-25 (Kit for the Preparation of Technetium Tc 99m Medronate Injection),Drug interaction,보류,pending,2024,January,January - March 2024
Doryx (doxycycline hyclate),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Dotarem (gadoterate meglumine),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Doxycycline containing products,Psychiatric disorders,보류,pending,2024,January,January - March 2024
ELEVIDYS (delandistrogene moxeparvovec-rokl),Hypersensitivity including anaphylaxis,양성,pure_update,2024,January,January - March 2024
Eligard (leuprolide acetate),Severe cutaneous adverse reactions,보류,pending,2024,January,January - March 2024
Elucirem (gadopiclenol),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Emgality (galcanezumab-gnlm),Hypertension,보류,pending,2024,January,January - March 2024
Eovist (gadoxetate disodium),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Gabapentinoids,Withdrawal syndrome,보류,pending,2024,January,January - March 2024
Gadavist (gadobutrol),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Gadolinium-based contrast agents,Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Gilenya (fingolimod),Macular oedema,양성,pure_update,2024,January,January - March 2024
Gilenya (fingolimod),Skin cancer,양성,pure_update,2024,January,January - March 2024
Glucagon-like peptide-1 (GLP-1) receptor agonists,Dysaesthesia,보류,pending,2024,January,January - March 2024
Gocovri (amantadine),Corneal oedema,보류,pending,2024,January,January - March 2024
Gonadotropin-releasing hormone (GnRH) agonists,Severe cutaneous adverse reactions,보류,pending,2024,January,January - March 2024
Gralise (gabapentin),Withdrawal syndrome,보류,pending,2024,January,January - March 2024
Horizant (gabapentin enacarbil),Withdrawal syndrome,보류,pending,2024,January,January - March 2024
Human growth hormone products,Osteonecrosis,보류,pending,2024,January,January - March 2024
Humatrope (somatropin),Osteonecrosis,보류,pending,2024,January,January - March 2024
Humatrope (somatropin),Wrong dose errors related to pen and cartridge mismatch,보류,pending,2024,January,January - March 2024
Intralipid 10% (lipid injectable emulsion),Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Intralipid 20% (lipid injectable emulsion),Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Intralipid 30% (lipid injectable emulsion),Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Intravenous lipid emulsions (IVLEs),Anaphylactic reaction,보류,pending,2024,January,January - March 2024
"Kabiven (amino acids, electrolytes, dextrose, and lipid injectable emulsion)",Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Kalydeco (ivacaftor),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Krazati (adagrasib),Toxic epidermal necrolysis,보류,pending,2024,January,January - March 2024
Lemtrada (alemtuzumab),Colitis,양성,pure_update,2024,January,January - March 2024
Leqvio (inclisiran),Hypersensitivity,양성,pure_update,2024,January,January - March 2024
Lupron (leuprolide acetate),Severe cutaneous adverse reactions,보류,pending,2024,January,January - March 2024
Lutrate Depot (leuprolide acetate),Severe cutaneous adverse reactions,보류,pending,2024,January,January - March 2024
Lybalvi (olanzapine and samidorphan),Drug-drug interaction,보류,pending,2024,January,January - March 2024
Lymepak (doxycycline hyclate),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Lyrica (pregabalin),Withdrawal syndrome,보류,pending,2024,January,January - March 2024
Lyrica CR (pregabalin),Withdrawal syndrome,보류,pending,2024,January,January - March 2024
MDP Multidose Kit and Multidose Utilipak (Kit for the Preparation of Technetium Tc99m Medronate Injection),Drug interaction,보류,pending,2024,January,January - March 2024
MDP-Bracco (Kit for the Preparation of Technetium Tc 99m Medronate),Drug interaction,보류,pending,2024,January,January - March 2024
Mavenclad (cladribine),Drug-induced liver injury,보류,pending,2024,January,January - March 2024
Mayzent (siponimod),Macular oedema,양성,pure_update,2024,January,January - March 2024
Mayzent (siponimod),Skin cancer,양성,pure_update,2024,January,January - March 2024
Monodox (doxycycline),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Mounjaro (tirzepatide),Dysaesthesia,보류,pending,2024,January,January - March 2024
Multihance (gadobenate dimeglumine),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Multihance Multipack (gadobenate dimeglumine),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Neurontin (gabapentin),Withdrawal syndrome,보류,pending,2024,January,January - March 2024
Ngenla (somatrogon-ghla),Osteonecrosis,보류,pending,2024,January,January - March 2024
Norepinephrine reuptake inhibitors (NRIs),Withdrawal syndrome,보류,pending,2024,January,January - March 2024
Nurtec ODT (rimegepant),Hypertension,보류,pending,2024,January,January - March 2024
Nutrilipid 20% (lipid injectable emulsion),Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Nutropin AQ (somatropin),Osteonecrosis,보류,pending,2024,January,January - March 2024
Omegaven (fish oil triglycerides) injectable emulsion,Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Omniscan (gadodiamide),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Omniscan (gadodiamide) Pharmacy Bulk Package,Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Omnitrope (somatropin),Osteonecrosis,보류,pending,2024,January,January - March 2024
Oracea (doxycycline),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Orkambi (lumacaftor and ivacaftor),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Osmolex ER (amantadine),Corneal oedema,보류,pending,2024,January,January - March 2024
Osteolite (Technetium Tc 99m Medronate),Drug interaction,보류,pending,2024,January,January - March 2024
Ozempic (semaglutide),Dysaesthesia,보류,pending,2024,January,January - March 2024
"Perikabiven (amino acids, electrolytes, dextrose, and lipid injectable emulsion)",Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Periostat (doxycycline hyclate),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Phosphotec (Kit for the Preparation of Technetium Tc 99m Pyrophosphate),Drug interaction,보류,pending,2024,January,January - March 2024
Ponvory (ponesimod),Macular oedema,양성,pure_update,2024,January,January - March 2024
Ponvory (ponesimod),Skin cancer,양성,pure_update,2024,January,January - March 2024
Prohance (gadoteridol injection),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Prohance Multipack (gadoteridol injection),Acute respiratory distress syndrome,보류,pending,2024,January,January - March 2024
Qelbree (viloxazine),Withdrawal syndrome,보류,pending,2024,January,January - March 2024
Qulipta (atogepant),Hypertension,보류,pending,2024,January,January - March 2024
Rybelsus (semaglutide),Dysaesthesia,보류,pending,2024,January,January - March 2024
SMOFlipid (lipid injectable emulsion),Anaphylactic reaction,보류,pending,2024,January,January - March 2024
Saizen (somatropin),Osteonecrosis,보류,pending,2024,January,January - March 2024
Saxenda (liraglutide),Dysaesthesia,보류,pending,2024,January,January - March 2024
Skytrofa (lonapegsomatropin-tcgd),Osteonecrosis,보류,pending,2024,January,January - March 2024
Sogroya (somapacitan-beco),Osteonecrosis,보류,pending,2024,January,January - March 2024
Soliqua (insulin glargine and lixisenatide),Dysaesthesia,보류,pending,2024,January,January - March 2024
Sphingosine 1-phosphate (S1P) receptor modulators,Macular oedema,양성,pure_update,2024,January,January - March 2024
Sphingosine 1-phosphate (S1P) receptor modulators,Skin cancer,양성,pure_update,2024,January,January - March 2024
Strattera (atomoxetine hydrochloride),Withdrawal syndrome,보류,pending,2024,January,January - March 2024
Symdeko (tezacaftor and ivacaftor),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Tascenso ODT (fingolimod),Macular oedema,양성,pure_update,2024,January,January - March 2024
Tascenso ODT (fingolimod),Skin cancer,양성,pure_update,2024,January,January - March 2024
Technescan HDP (Kit for the Preparation of Technetium Tc 99m Oxidronate),Drug interaction,보류,pending,2024,January,January - March 2024
Technescan PYP (Kit for the Preparation of Technetium Tc 99m Pyrophosphate Injection),Drug interaction,보류,pending,2024,January,January - March 2024
Technetium diphosphonates,Drug interaction,보류,pending,2024,January,January - March 2024
Tecvayli (teclistamab-cqyv),Tumour lysis syndrome,보류,pending,2024,January,January - March 2024
Tetracyclines,Fixed drug eruption,보류,pending,2024,January,January - March 2024
Transderm Scop (scopolamine transdermal system),Hyperthermia,보류,pending,2024,January,January - March 2024
Trelstar (triptorelin pamoate),Severe cutaneous adverse reactions,보류,pending,2024,January,January - March 2024
"Trikafta (elexacaftor, tezacaftor, and ivacaftor)",Psychiatric disorders,보류,pending,2024,January,January - March 2024
Trulicity (dulaglutide),Dysaesthesia,보류,pending,2024,January,January - March 2024
Ubrelvy (ubrogepant),Hypertension,보류,pending,2024,January,January - March 2024
Vibra-tabs (doxycycline hyclate),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Vibramycin (doxycycline calcium),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Vibramycin (doxycycline hyclate),Psychiatric disorders,보류,pending,2024,January,January - March 2024
Victoza (liraglutide),Dysaesthesia,보류,pending,2024,January,January - March 2024
